,content,NER,label
2045,Panasonic GD93 không chỉ cung cấp hoàn thiện hai mặt kính mạnh mẽ nhất trên điện thoại hiện đại mà còn có cảm biến 200MP tiên tiến nhất .,"[1, 2, 0, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 5, 6, 6, 7, 8, 8, 0]",3
223,"Camera trước của Samsung A51 cũng có độ phân giải cao hơn khá nhiều hứa hẹn cho chất lượng ảnh selfie chi tiết , bắt mắt hơn Samsung A31 .","[1, 2, 2, 2, 2, 0, 0, 5, 6, 6, 7, 8, 8, 8, 0, 0, 0, 5, 6, 6, 6, 7, 8, 0, 7, 8, 8, 3, 4, 0]",6
1637,Đều được sử dụng hoàn thiện 2 mặt kính .,"[7, 8, 8, 8, 5, 6, 6, 6, 6, 0]",2
3123,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc Maxon MX-V10 là hoàn thiện 2 mặt kính nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
4556,"Asus Zenfone 5 ZE620KL có mức giá niêm yết vuông vắn hơn với các cạnh hơi tròn , một lỗ đục nhỏ ở giữa chứa camera nên tỷ lệ màn hình trên thân máy lên đến gần 90% .","[1, 2, 2, 2, 0, 5, 6, 6, 6, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
1402,Đối với Emporia Elegance thì bông hoa cũng tương tự nhưng dung lượng lại không được xử lý như Ericsson A3618 .,"[0, 0, 1, 2, 0, 5, 6, 0, 7, 8, 0, 5, 6, 0, 7, 8, 8, 8, 8, 3, 4, 0]",1
770,Con chip cho phép người dùng sử dụng nhiều tính năng quay phim chụp ảnh chuyên nghiệp hơn .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 7, 8, 8, 0]",6
4774,Đó là một Xiaomi Redmi Note 2 được nhô lên hơi cao so với Panasonic Eluga Switch cùng hệ thống 3 ống kính camera ở bên trong .,"[0, 0, 0, 1, 2, 2, 2, 0, 7, 8, 8, 8, 8, 8, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
3055,"Lenovo K800 không còn là khả năng quay phim mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 7, 8, 8, 5, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
3254,Panasonic T45 cũng có chụp hình selfie lớn nhất trong Galaxy S20 Series vừa ra mắt .,"[1, 2, 0, 0, 5, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",5
180,"Samsung Galaxy A03s nổi bật với hệ thống 3 camera sau , bao gồm camera chính 12MP , camera macro 2MP và camera đo độ sâu 2MP . Với 3 camera này bạn sẽ có những hình ảnh sắc nét , chụp được ảnh siêu cận và ảnh xóa phông tốt hơn .","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 5, 6, 6, 7, 8, 0]",6
2340,Ngược lại nói về không gian hiển thị thì bạn không cần so sánh nhiều vì 7.000 mAh là không ai vượt nổi rồi .,"[0, 0, 0, 0, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0]",3
125,"iPhone12 Pro Max là chiếc iPhone có màn hình lớn nhất từ trước đến nay , và đây cũng là chiếc smartphone có chất lượng hiển thị đẹp nhất hiện tại , theo trang chuyên đánh giá màn hình DisplayMate .","[1, 2, 2, 0, 0, 0, 0, 5, 6, 7, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
2741,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi BLU Samba TV đứng vị trí cuối cùng về khoản phiên bản .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 0]",4
730,"Xiaomi Mi 11 sở hữu màn hình nền AMOLED có thể hiển thị tới một tỷ màu sắc , có tốc độ hiển thị 120 Hz . Đây là màn hình smartphone Xiaomi tốt nhất cho đến nay và cảm biến vân tay ở phía dưới màn hình .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 1, 2, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
616,"Cảm biến chính có thông số giống như chiếc S10 Plus , và camera góc rộng có một chút nâng cấp nhẹ so với thiết bị năm ngoái .","[5, 6, 6, 0, 7, 8, 8, 8, 3, 4, 4, 0, 0, 5, 6, 6, 0, 7, 8, 8, 8, 8, 8, 8, 3, 4, 4, 4, 0]",2
1836,"Samsung Galaxy Nexus I9250M và Qtek S110 được đánh giá là "" kẻ tám lạng người nửa cân "" khi đều sở hữu cho nước ảnh mạnh mẽ .","[1, 2, 2, 2, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 5, 6, 6, 0, 0, 0]",2
2017,Hãy cùng Hoàng Hà Mobile điểm qua một vài những ưu điểm vượt trội trên ZTE Light Tab 2 V9A – những chiếc flagship mới nhất của ông lớn đến từ Hàn Quốc này .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]",3
1322,khả năng thu phóng 10x là một trong những khác biệt dễ nhận thấy trên BLU Vivo Air .,"[5, 6, 6, 6, 6, 0, 0, 0, 0, 7, 8, 8, 8, 8, 0, 1, 2, 2, 0]",1
1135,Nếu như trên Samsung Guru E1081T và Samsung Galaxy Xcover 3 G389F có sự khác biệt rõ ràng về hình ảnh .,"[0, 0, 0, 1, 2, 2, 0, 3, 4, 4, 4, 4, 0, 0, 7, 8, 8, 8, 0, 5, 6, 0]",1
34,Samsung Galaxy A53 ra mắt vào năm 2022 là một chiếc điện thoại tầm trung được giới công nghệ không tiếc lời khen bởi sở hữu nhiều tính năng vượt trội hơn Galaxy A52 nhưng giá lại rẻ hơn so với phiên bản Galaxy A73 5G cao cấp .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 3, 4, 0, 5, 0, 7, 8, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0]",6
1856,Cả alcatel OT-710 và Allview P8 Energy mini đều là những chiếc điện thoại chất liệu và thực hiện tốt các tác vụ hằng ngày .,"[0, 1, 2, 0, 3, 4, 4, 4, 7, 0, 0, 0, 0, 0, 5, 6, 0, 5, 6, 6, 6, 6, 6, 6, 6, 0]",2
3039,"LG Optimus 3D Cube SU870 không còn là thời lượng hoạt động mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 2, 2, 2, 7, 8, 8, 5, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
2673,alcatel Hero 8 đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
539,"Hiệu suất đơn nhân của vi xử lý này trên iPhone SE 2022 thậm chí có phần nhỉnh hơn một chút so với vi xử lý Apple M1 trên iPad Pro ( vi xử lý di động được xem là mạnh nhất hiện tại ) , tất nhiên điểm số đa nhân sẽ không bằng , nhưng cũng rất mạnh mẽ .","[5, 6, 6, 6, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0]",6
2296,Nokia 5132 XpressMusic chính là món “ hàng hiếm ” đáng sở hữu nhất trong năm 2020,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8]",3
3283,"QMobile Noir i10 không còn là hình ảnh hiển thị trên màn hình mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 2, 7, 8, 8, 5, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
1398,"Với cá nhân mình , Sony Ericsson W888 đã lột xác hoàn toàn so với BlackBerry Curve 8900 của năm ngoái , và đây mới là OPPO Flagship mà mình mong muốn .","[0, 0, 0, 0, 0, 1, 2, 2, 0, 7, 8, 8, 8, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
289,Chúng ta có cách xử lý tương tự như với camera chính trong ảnh chụp ban ngày : Hình ảnh sáng hơn và sống động hơn so với Galaxy .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 0, 7, 8, 8, 0, 0, 3, 0]",6
3628,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc TCL Tab 10s là ram nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 5, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
1521,tầm nhìn và kích thước màn hình là những điểm khác biệt dễ nhận thấy nhất trên Nokia 6060 và Samsung E1230 .,"[5, 6, 0, 5, 6, 6, 6, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 1, 2, 0, 3, 4, 0]",1
4219,Phần cứng camera tương đương nhưng nhận diện tóc trên đầu của chủ thể cùng selfie có độ phân giải thấp hơn .,"[5, 6, 6, 7, 8, 0, 5, 6, 6, 6, 6, 6, 6, 6, 0, 1, 0, 5, 6, 6, 7, 8, 0]",7
975,Samsung Galaxy A52s 5G là phiên bản nâng cấp của Galaxy A52 .,"[1, 2, 2, 2, 7, 8, 8, 8, 8, 8, 3, 4, 0]",6
3218,Plum Bubby cũng có khả năng hiển thị lớn nhất trong Galaxy S20 Series vừa ra mắt .,"[1, 2, 0, 0, 5, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",5
3020,Huawei Ascend G6 4G đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
508,"Galaxy Z Fold 4 mang đến khả năng đa nhiệm tốt hơn , không gian hiển thị rộng rãi và hỗ trợ bút S-Pen tuyệt vời .","[1, 2, 2, 2, 0, 0, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
1231,Nhưng Nokia 2730 classic không hoàn toàn ngang bằng với Samsung E850 .,"[0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 3, 4, 0]",1
2823,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi Lenovo Yoga Tab 3 8.0 đứng vị trí cuối cùng về khoản giờ on-screen .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 0]",4
2698,"Ericsson R520m có mức độ hoàn thiện nhỏ nhất , từ đó có thể dự đoán được chất lượng ảnh chụp camera tele của iPhone 14 Pro Max .","[1, 2, 0, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
41,Đều được sử dụng màn hình có độ phân giải Full HD + và tần số quét 120Hz .,"[7, 8, 8, 8, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]",2
1995,Có thể đánh giá alcatel OT-C560 là một trong những model mạnh nhất trên thị trường smartphone hiện nay khi sở hữu nhiều nâng cấp xịn sò .,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
4379,Lenovo A830 có vẻ nặng hơn alcatel OT-905 .,"[1, 2, 0, 0, 7, 8, 3, 4, 0]",8
232,Samsung A31 và A51 đều có những ưu và nhược điểm riêng .,"[1, 2, 0, 3, 7, 8, 5, 6, 6, 6, 6, 6, 0]",2
3776,Một Google Pixel 4 XL trải nghiệm màn hình yếu hơn nhưng lại có tốc độ làm mới tới 120Hz và độ sáng cao .,"[0, 1, 2, 2, 2, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
4581,Về cơ bản thì ZTE Zmax Pro sẽ to hơn Lenovo K80 .,"[0, 0, 0, 0, 1, 2, 2, 0, 7, 8, 3, 4, 0]",8
4087,"Còn với Lenovo S880 mặc dù có các mặt kính ở 2 mặt trước , sau và khả năng hiển thị thấp hơn nhưng vẫn đáp ứng đủ nhu cầu cho các bạn giống như Philips Fisio 820 .","[0, 0, 1, 2, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 0, 5, 6, 6, 6, 7, 8, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 7, 8, 3, 4, 4, 0]",7
2139,"Cuối cùng , dù iPhone 12 Pro không phải là mẫu điện thoại có camera xuất sắc nhất hiện tại , thế nhưng rõ ràng là về mặt hiệu suất và thời gian phát lại video youtube thì TCL 10 5G chắc chắn là một trong những sản phẩm tốt số 1 trong thế giới smartphone hiện nay .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 5, 6, 6, 6, 6, 6, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",3
1666,"Wiko Jerry2 và Ericsson T18s đều mang trên mình các thông số camera . Đây là con chip phổ biến trong phân khúc , giúp xử lý tác vụ ổn định , tiết kiệm điện năng hiệu quả , để bạn có thể “ chiến ” các tựa game phổ biến như Liên Quân hay PUBG .","[1, 2, 0, 3, 4, 7, 8, 8, 8, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
882,iPhone 14 và iPhone 14 Plus là sự thừa hưởng thiết kế của iPhone 13 năm trước .,"[1, 2, 0, 1, 2, 2, 0, 0, 7, 8, 5, 6, 0, 3, 4, 4, 4, 0]",2
1916,"Về màn hình , cả hai cùng có tấm nền Super AMOLED Full HD + với kích thước chênh lệch rất ít ( A31 là 6.4 inch , A51 là 6.5 inch ) nên các kỹ thuật tính toán hiệu quả không khác nhau nhiều và đều rất tốt trong phân khúc .","[0, 5, 6, 0, 3, 4, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0, 7, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]",2
4584,hoàn thiện 2 mặt kính trên Pantech Link II đã được giảm bớt khi so với Motorola Moto G8 .,"[5, 6, 6, 6, 6, 0, 1, 2, 2, 0, 0, 7, 8, 0, 0, 0, 3, 4, 4, 0]",8
4410,"Đối với trong điều kiện ánh sáng tốt , Sharp Aquos S2 có xu hướng hình tối hơn .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 5, 7, 8, 0]",8
4551,"Nhờ trọng lượng khoảng 229g 19,3 : 9 rộng hơn 20 : 9 trên Xiaomi Mi 9 Lite .","[0, 5, 6, 6, 6, 0, 0, 0, 7, 8, 0, 0, 0, 0, 3, 4, 4, 4, 0]",8
1899,"Kết quả thử nghiệm trên Geekbench cho thấy , Huawei Watch Fit mang đến gyro-eis tương đương nhau .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 5, 7, 8, 8, 0]",2
4307,Huawei Y6 Pro (2019) có vẻ nặng hơn alcatel OT-506 .,"[1, 2, 2, 2, 0, 0, 7, 8, 3, 4, 0]",8
876,"Ngược lại , thiết kế của dòng máy Galaxy S22 Ultra “ truyền thống ” hơn , nên mức giá của S22 Ultra rẻ hơn là điều dễ hiểu .","[0, 0, 0, 5, 6, 0, 1, 2, 2, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 0, 1, 2, 7, 8, 0, 0, 0, 0, 0]",8
335,"Kích thước của 2 dòng điện thoại thoại không có quá nhiều sự khác biệt , đều đem đến cho người sử dụng cảm giác mỏng nhẹ và dễ dàng cầm nắm .","[5, 6, 0, 3, 4, 4, 4, 0, 7, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
1391,Micromax Bolt S300 cũng không có chất lượng tổng thể như Samsung E2262 .,"[1, 2, 2, 0, 7, 8, 5, 6, 6, 6, 8, 3, 4, 0]",1
2971,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi Haier M260 đứng vị trí cuối cùng về khoản độ sâu trường ảnh .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 6, 0]",4
506,Dung lượng pin trên hai điện thoại không có nhiều sự chênh lệch .,"[5, 6, 6, 0, 3, 4, 4, 7, 8, 8, 8, 8, 8, 0]",2
4177,Nhưng tầm nhìn 1080P thấp hơn cho phép bù đắp lợi thế tiêu thụ pin so với Plum Strike .,"[0, 5, 6, 0, 7, 8, 0, 0, 0, 0, 7, 8, 5, 6, 6, 0, 0, 3, 4, 0]",7
1586,"Sở hữu màn hình Dynamic AMOLED được uốn cong về hai cạnh , với phần viền được làm siêu mỏng và không hề có kết quả nào như cách Huawei G7206 theo đuổi , Gionee P12 sở hữu một mặt trước gần như chỉ có màn hình , với độ bao phủ lên tới 88.9% .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 5, 6, 8, 0, 0, 3, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
3863,"Đó là một bộ xử lý chậm hơn với Snapdragon 712 , bố cục yếu hơn .","[0, 0, 0, 5, 6, 6, 7, 8, 0, 0, 0, 0, 5, 6, 7, 8, 0]",7
348,Hình dáng theo hai trường phái khác nhau,"[5, 6, 0, 0, 0, 0, 7, 8]",1
387,Galaxy S20 Ultra có giá cao rất nhiều so với ROG Phone 2 .,"[1, 2, 2, 0, 5, 7, 8, 8, 0, 0, 3, 4, 4, 0]",7
2204,"Nếu chỉ xét riêng camera góc rộng ( camera chính ) , Huawei Watch GT 2 xứng đáng là một trong những chiếc điện thoại tiết kiệm pin tuyệt vời nhất trên thị trường .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 7, 8, 8, 8, 8, 8, 0]",3
307,"Bên cạnh đó , điện thoại này cũng rất tiện dùng khi sử dụng khóa vân tay tích hợp vào nút nguồn giúp mở khóa màn hình dễ dàng hơn .","[0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 7, 8, 8, 0]",6
1336,trường ảnh và kích thước màn hình là những điểm khác biệt dễ nhận thấy nhất trên HTC U11 Life và BlackBerry Bold 9780 .,"[5, 6, 0, 5, 6, 6, 6, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 1, 2, 2, 0, 3, 4, 4, 0]",1
1863,Palm Palm và model ZTE Blade A601 đều là những điện thoại tốt nhất hiện nay .,"[1, 2, 0, 0, 3, 4, 4, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",2
3813,"Trong khi đó , kể cả khi đã tắt Game Optimizing Service , khả năng quay chụp cho ra trên Xiaomi Redmi Y1 (Note 5A) chỉ là 56,4 , thua kém khá nhiều so với Sony Xperia Tablet S .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 3, 4, 4, 4, 0]",7
3035,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc Samsung Galaxy J7 Nxt là hiển thị nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
432,So điểm hiệu năng trên Antutu thì Helio G80 có số điểm cao hơn khi nằm khoảng gần 200.000 điểm và Snapdragon 662 khoảng 180.000 điểm .,"[0, 5, 6, 6, 6, 6, 0, 1, 2, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]",6
1255,"Theo công bố của Samsung , Micromax Canvas Selfie Lens Q345 sẽ có sự thay đổi ở CPU và gây lóa ống kính , tuy nhiên hãng không nêu cụ thể sự khác biệt .","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 7, 8, 0, 5, 0, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1338,"Ngoài ra , chất liệu thép không gỉ của BLU Studio X cũng có sự khác biệt đáng kể .","[0, 0, 0, 5, 6, 6, 6, 6, 0, 1, 2, 2, 0, 0, 7, 8, 8, 8, 8, 0]",1
4383,Archos Oxygen 63 có phiên bản kế nhiệm nhỉnh hơn đôi chút cho với verykool i117 và hơn hẳn so với 11 Pro Max ra mắt vào năm ngoái .,"[1, 2, 2, 0, 5, 6, 6, 6, 7, 8, 8, 8, 0, 0, 3, 4, 0, 7, 8, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0]",8
340,Nếu bạn đang tìm một chiếc điện thoại có thể dùng cả ngày mà không cần phải sạc thì dung lượng của cả 2 dòng điện thoại này đều có thể làm bạn hài lòng với dung lượng pin 5000 mAh và hỗ trợ sạc 15W .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 3, 4, 4, 4, 4, 4, 7, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
1801,"alcatel Smart Tab 7 và Icemobile Prime 3.5 đều có mở khóa , nhưng 2 máy hướng đến 2 trường phái khác nhau khi chụp .","[1, 2, 2, 2, 0, 3, 4, 4, 7, 8, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
4447,Trong khi Philips Xenium X501 kính gorilla ở cả hai mặt sáng hơn .,"[0, 0, 1, 2, 2, 5, 6, 6, 6, 6, 6, 7, 8, 0]",8
4221,Phần cứng camera tương đương nhưng Siemens PenPhone cùng selfie có bộ xử lý thấp hơn .,"[5, 6, 6, 7, 8, 0, 1, 2, 0, 1, 0, 5, 6, 6, 7, 8, 0]",7
3582,Yezz Andy 3.5EI2 cũng có tiết kiệm pin lớn nhất trong Galaxy S20 Series vừa ra mắt .,"[1, 2, 2, 0, 0, 5, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",5
1865,"Tuy nhiên , một lưu ý rằng QMobile Noir LT600 vẫn mang đến khả năng chụp ảnh trong điều kiện ánh sáng yếu mạnh mẽ tương tự như T-Mobile G2 .","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 8, 0, 3, 4, 0]",2
4604,"Tuy nhiên , tích hợp chip a16 bionic Sony Ericsson W380 lớn và nặng hơn so với alcatel 1x (2019) .","[0, 0, 0, 5, 6, 6, 6, 6, 1, 2, 2, 7, 8, 8, 8, 0, 0, 3, 4, 4, 0]",8
2822,"BLU Win JR LTE có một số bài kiểm tra nhỏ nhất , từ đó có thể dự đoán được chất lượng ảnh chụp camera tele của iPhone 14 Pro Max .","[1, 2, 2, 2, 0, 5, 6, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
547,"Nhưng đối với Samsung Galaxy M51 thì vấn đề đó đã được giải quyết , mặc dù nó mang trong mình viên pin 7000 mAh nhưng độ dày của nó cũng chỉ tương đương như những chiếc S20 mà thôi .","[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 7, 8, 0, 3, 4, 4, 0, 0, 0]",2
747,Nhưng khẩu độ f / 1.8 trên X90 thực sự lớn hơn đáng kể so với S23 Ultra vì tổng thể ống kính lớn hơn .,"[0, 5, 6, 0, 0, 0, 0, 1, 0, 0, 7, 8, 8, 8, 0, 0, 3, 4, 0, 5, 6, 6, 6, 7, 8, 0]",6
