,content,comparative,subject,object,aspect,predicate,label,NER
2044,alt :,0,[],[],[],[],[],"[0, 0]"
2045,des :,0,[],[],[],[],[],"[0, 0]"
2046,alt : IMG _ 0215,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2047,des :,0,[],[],[],[],[],"[0, 0]"
2048,alt : IMG _ 0209,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2049,des :,0,[],[],[],[],[],"[0, 0]"
2050,alt : IMG _ 0164,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2051,des :,0,[],[],[],[],[],"[0, 0]"
2052,alt : IMG _ 0163,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2053,des :,0,[],[],[],[],[],"[0, 0]"
2054,alt :,0,[],[],[],[],[],"[0, 0]"
2055,"des : Trong điều kiện ánh sáng yếu , iPhone SE 2022 gần như không thể lấy lại được chi tiết vùng tối",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2056,"Về khả năng quay video , đây là điều mình ưng ý nhất kể cả trên iPhone SE 2022 và những chiếc iPhone khác .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2057,"Chất lượng quay phải nói là quá tốt , kể cả trong điều kiện ban ngày hay ban đêm .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2058,"Mình sử dụng camera của máy để quay trực tiếp , không sử dụng gimbal và đi bộ như thông thường nên khá rung và lắc nhưng máy xử lý vẫn rất tốt .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2059,"Mời bạn tham khảo video dưới đây , mình quay ở chế độ FullHD , 30fps .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2060,Thời lượng pin,0,[],[],[],[],[],"[0, 0, 0]"
2061,"iPhone SE 2022 chỉ được trang bị viên pin 2,018 mAh , phù hợp với ngoại hình của máy .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2062,"Về thời lượng pin của chiếc máy này , mình đã có 1 bài đánh giá chi tiết , mời bạn tham khảo tại đây .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2063,"Nhìn chung , với các tác vụ thường ngày sử dụng và nếu không chơi hoặc ít chơi game thì máy vẫn đáp ứng khá tốt một ngày sử dụng từ sáng đến tối .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2064,Thời lượng on-screen trung bình trong 1 ngày khoảng từ 4 - 5 tiếng với các tác vụ hỗn hợp và sử dụng cả kết nối Wi-Fi lẫn 4G .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2065,"Apple hướng mục tiêu cho iPhone SE 2022 đến với những người dùng mới , những người yêu thích sự nhỏ gọn , tiện dụng , đơn giản và ít nhu cầu hơn nên thời lượng pin như này là vừa đủ để dùng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2066,alt : iPhone SE 2022,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2067,des :,0,[],[],[],[],[],"[0, 0]"
2068,"Khả năng sạc pin của iPhone SE 2022 thì cũng khá giống với những thiết bị khác của Apple , không có gì cải thiện nhiều .",1,['iPhone SE 2022'],['những thiết bị khác của Apple'],['Khả năng sạc pin'],['cũng khá giống'],[2],"[[5, 6, 6, 6, 0, 1, 2, 2, 0, 7, 8, 8, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]]"
2069,Sạc 50% pin trong thời gian chỉ khoảng 30 phút nhưng để sạc đầy 100% pin thì cũng mất đến 1 tiếng 30 phút .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2070,Kết luận,0,[],[],[],[],[],"[0, 0]"
2071,"iPhone SE 2022 là một chiếc máy vẫn tồn tại một nhược điểm khá chí mạng , đó là thiết kế cũ rích .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2072,"Thế nhưng ngoài điểm này ra thì Apple đã cải thiện cho chiếc máy này khá nhiều điểm , vẫn là một hiệu năng mạnh mẽ ấn tượng , camera dù chỉ 1 ống kính nhưng vẫn đáp ứng đủ các nhu cầu sử dụng hàng ngày của bạn và một thời lượng pin đủ để phục vụ bạn sử dụng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2073,alt : iPhone SE 2022,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2074,des :,0,[],[],[],[],[],"[0, 0]"
2075,Có thể sẽ có người nói rằng tầm giá của iPhone SE 2022 sẽ có nhiều lựa chọn khác ngon hơn nhưng mục đích sản xuất chiếc iPhone SE 2022 không phải để đối chọi trực tiếp với những đối thủ đó .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2076,"Việc đó đã có iPhone 13 , 13 mini và những chiếc iPhone khác lo .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2077,"iPhone SE 2022 được sinh ra là để hướng tới những đối tượng người dùng đặc biệt hơn , cụ thể ở đây là yêu thích sự nhỏ gọn , tiện lợi , đơn giản và không yêu cầu quá cao , giống như những gì mà iPhone SE thế hệ cũ hướng tới .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2078,"title : Đánh giá Samsung Galaxy M51 : Pin rất khủng , màn hình đẹp , giá rẻ",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2079,"Đầu tháng 9 vừa qua , Samsung lại ra mắt thêm một sản phẩm tuyệt vời ở phân khúc tầm trung .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2080,Đó chính là chiếc Samsung Galaxy M51 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
2081,Mình phải nói là Samsung thực sự “ sởi lởi ” khi trang bị cho chiếc điện thoại mới này rất nhiều thứ .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2082,"Đó là một viên pin khủng tới 7000 mAh , một màn hình Super AMOLED 6.7 inch nằm ở tầm trung .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2083,Vậy ngoài ra chiếc điện thoại này còn gì nổi bật nữa không ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2084,Nó có thực sự nổi bật trong phân khúc không ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2085,Cùng tìm hiểu chi tiết hơn về chiếc điện thoại này qua bài đánh giá dưới đây của mình .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2086,Thông số kỹ thuật,0,[],[],[],[],[],"[0, 0, 0, 0]"
2087,Đánh giá chi tiết điện thoại Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2088,Thiết kế,0,[],[],[],[],[],"[0, 0]"
2089,"Nói về thiết kế , mình phải nói đó là một bước đột phá mạnh mẽ của Samsung .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2090,"Từ trước đến nay , chúng ta đã thấy những chiếc điện thoại pin 5000 mAh đã gặp rắc rối thiết kế vì có một thân máy dày .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2091,Đó là một điều khó chịu khi chúng ta dùng smartphone .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2092,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2093,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2094,"Nhưng đối với Samsung Galaxy M51 thì vấn đề đó đã được giải quyết , mặc dù nó mang trong mình viên pin 7000 mAh nhưng độ dày của nó cũng chỉ tương đương như những chiếc S20 mà thôi .",1,['Samsung Galaxy M51'],['những chiếc S20'],['độ dày'],['tương đương'],[2],"[[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 7, 8, 0, 3, 4, 4, 0, 0, 0]]"
2095,"Tuy nhiên khi nhắc tới độ nặng , nó chỉ được hoàn thiện bằng nhựa giả kính bên ngoài , nó vẫn có sức nặng 213 g .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2096,Như vậy với độ dày 9.5 mm cùng cân nặng này mà có viên pin 7.000 mAh là chấp nhận được ở một chiếc smartphone 2020 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2097,Ngoài độ dày và trọng lượng mang tính đột phá thì hầu hết thiết kế của chiếc M51 này là một điển hình của Samsung trong năm 2020 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2098,"Đó là một mặt lưng cong , các cạnh phẳng và các góc bo tròn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2099,"Lựa chọn màu sắc có vẻ hơi đơn điệu khi bạn chỉ có 2 lựa chọn màu là Celestial Black , Electric Blue .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2100,Mặt trước,0,[],[],[],[],[],"[0, 0]"
2101,Mặt trước là một màn hình Super AMOLED Plus lớn tới 6.7 inch .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2102,Màn hình thực sự lớn kết hợp với các cạnh cực mỏng cho trải nghiệm màn hình là rất tuyệt vời .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2103,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2104,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2105,Màn hình đục lỗ không khống chế ở góc màn hình mà lại là chính giữa có vẻ hơi lạ so với những màn hình khác .,1,['Màn hình đục lỗ không khống chế ở góc màn hình mà lại là chính giữa'],['những màn hình khác'],[''],['hơi lạ'],[1],"[[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 7, 8, 0, 0, 3, 4, 4, 4, 0]]"
2106,Tuy rằng đục lỗ không nhỏ như những chiếc Flagship nhưng nó cũng được không chế khá tốt để không ảnh hưởng nhiều tới trải nghiệm màn hình .,1,['nó'],['những chiếc Flagship'],['đục lỗ'],['không nhỏ như'],[7],"[[0, 0, 5, 6, 7, 8, 8, 3, 4, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
2107,Cạnh tiếp xúc giữa màn hình và khung máy chình là dải loa thoại khá ngắn và dễ dàng nhìn thấy .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2108,Mặt sau,0,[],[],[],[],[],"[0, 0]"
2109,Mặt sau hoàn thiện bằng nhựa bóng như mình đã nói .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2110,Nhưng điều này thực sự dễ hiểu khi nó phải hi sinh để có một viên pin lớn cùng trọng lượng chấp nhận được .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2111,Nếu nó là mặt kính hoặc mặt nhôm thì trọng lượng sẽ rất lớn và bạn sẽ có cảm giác thực sự là cầm một “ cục gạch ” trong tay .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2112,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2113,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2114,Nổi bật ở mặt sau này là một cụm 4 camera nằm trong khung hình chữ nhật trên góc trái .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2115,Trang bị ống kính chính lớn nhất mới 64MP nên cụm camera này không có nhô ra quá nhiều như chiếc Samsung Galaxy S20 năm nay .,1,['cụm camera này'],['Samsung Galaxy S20'],[''],['không có nhô ra quá nhiều như'],[6],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 8, 8, 0, 3, 4, 4, 0, 0, 0]]"
2116,Tất nhiên nó vẫn có độ chênh nhất định khi bạn đặt trên mặt bàn .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2117,Hoàn thiện nhựa bóng thực sự vẫn dễ bị xước và là trung tâm thu hút mồ hôi cùng với vân tay .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2118,Với một lớp vỏ này thì tốt nhất bạn nên dùng ốp lưng để có thể bảo vệ tốt nhất cho điện thoại nhé .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2119,Các cạnh còn lại,0,[],[],[],[],[],"[0, 0, 0, 0]"
2120,Mặt sau hoàn thiện bằng nhựa thì khung máy cũng là nhựa và sơn bóng như vậy .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2121,Như thường lệ các cổng kết nối cùng nút bấm đều được tích hợp trên khung máy này .,1,['các cổng kết nối cùng nút bấm'],[''],[''],['đều được tích hợp trên khung máy này'],[2],"[[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 7, 8, 8, 8, 8, 8, 8, 8, 0]]"
2122,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2123,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2124,Cạnh bên trái Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2125,Cạnh bên trái không có gì ngoài khay sim .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2126,Bạn sẽ thấy khay sim có 2 vị trí cho thẻ sim và vị trí thẻ nhớ độc lập .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2127,Vậy nên bạn không cần phải phân vân giữa mở rộng bộ nhớ và dùng sim kép .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2128,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2129,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2130,Cạnh bên phải Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2131,"Cạnh bên phải chứa nút nguồn cùng với phím tăng giảm âm lượng , chúng hơi dịch lên phía trên một chút so với các mẫu điện thoại khác .",1,"['', '', 'chúng', 'chúng']","['các mẫu điện thoại khác', 'các mẫu điện thoại khác', 'các mẫu điện thoại khác', 'các mẫu điện thoại khác']","['nút nguồn', 'phím tăng giảm âm lượng', 'nút nguồn', 'phím tăng giảm âm lượng']","['hơi dịch lên phía trên một chút', 'hơi dịch lên phía trên một chút', 'hơi dịch lên phía trên một chút', 'hơi dịch lên phía trên một chút']","[1, 1, 1, 1]","[[0, 0, 0, 0, 5, 6, 0, 0, 5, 6, 6, 6, 6, 0, 1, 7, 8, 8, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 4, 0], [0, 0, 0, 0, 5, 6, 0, 0, 5, 6, 6, 6, 6, 0, 1, 7, 8, 8, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 4, 0], [0, 0, 0, 0, 5, 6, 0, 0, 5, 6, 6, 6, 6, 0, 1, 7, 8, 8, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 4, 0], [0, 0, 0, 0, 5, 6, 0, 0, 5, 6, 6, 6, 6, 0, 1, 7, 8, 8, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 4, 0]]"
2132,Hơn nữa cảm biến vân tay được tích hợp trong phím nguồn vì thế phím nguồn được vát bằng và hơi lõm so với khung máy .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2133,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2134,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2135,Cạnh trên Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0]"
2136,Cạnh phía trên vẫn không có gì ngoài một chiếc micro phụ ở đây .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2137,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2138,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2139,Cạnh dưới Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2140,Cạnh dưới rất đầy đủ và sự có mặt của jack cắm tai nghe 3.5 mm là điều đáng hoan nghênh khi mà hầu hết điện thoại cùng tầm giá đều cắt bỏ điều này .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2141,"Ngoài jack cắm tai nghe chúng ta còn có một khe cắm sạc USB type C , micro chính cùng với loa ngoài ở đây .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2142,Màn hình,0,[],[],[],[],[],"[0, 0]"
2143,Samsung Galaxy M51 được trang bị màn hình Super AMOLED 6.7 inch với độ phân giải Full HD + ( 2400 x 1080 ) .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2144,Tuy nhiên màn hình này chỉ được bảo vệ bởi một tấm cường lực Corning gorilla glass 3 mà thôi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2145,Trong khi điện thoại hiện nay đã có một miếng tấm kính mới thế hệ thứ 7 mà Corning gọi là Victus .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2146,alt : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2147,des : Samsung Galaxy M51,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
2148,Còn một điều đáng tiếc khác chính là tốc độ làm mới của màn hình Galaxy M51 chỉ ở mức mặc định 60Hz mà thôi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2149,Điều này vẫn để mình cảm thấy tiếc nuối vì Samsung thường vẫn nhỉnh hơn các thương hiệu khác ở chất lượng màn hình nhưng giờ đây nó vẫn thua kém ở tốc độ làm mới .,1,"['Samsung', 'nó']","['các thương hiệu khác', '']","['chất lượng màn hình', 'tốc độ làm mới']","['nhỉnh hơn', 'thua kém']","[6, 7]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 8, 3, 4, 4, 4, 0, 5, 6, 6, 6, 0, 0, 0, 1, 0, 7, 8, 0, 5, 6, 6, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 8, 3, 4, 4, 4, 0, 5, 6, 6, 6, 0, 0, 0, 1, 0, 7, 8, 0, 5, 6, 6, 6, 0]]"
2150,So sánh một chút với chiếc Realme 6 hoặc Realme 7 có tốc độ làm mới 90Hz . Hay một sản phẩm của Xiaomi là POCO X2 có tốc độ 120 Hz . Hơn nữa mức giá của chúng là tương đương với chiếc M51 này .,1,['chúng'],['chiếc M51 này'],['mức giá'],['tương đương'],[2],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 1, 0, 7, 8, 0, 3, 4, 4, 0]]"
2151,Nếu bạn trải nghiệm thực tế bạn sẽ thấy mặc dù chipset của nó là Snapdragon 730G nhưng độ mượt khi chơi game không thể so sánh với màn hình 90Hz cùng chipset .,1,['nó'],['màn hình 90Hz cùng chipset'],['độ mượt khi chơi game'],['không thể so sánh với'],[7],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 8, 3, 4, 4, 4, 4, 0]]"
2152,Tuy nói về những điểm yếu như vậy nhưng khả năng hiển thị của nó vẫn rất tốt với tấm nền “ Super AMOLED plus ” nhé .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2153,"Nó vẫn là Diamond PenTil nhưng là một bảng điều khiển mỏng hơn , các góc nhìn tuyệt vời hơn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2154,Tất nhiên độ tương phản màn hình AMOLED gần như vô cực rồi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2155,Độ tái hiện màu sắc tự nhiên được hiệu chỉnh theo sRGB và DCI-P3 nhờ có quản lý màu tự động .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2156,Phần mềm,0,[],[],[],[],[],"[0, 0]"
2157,Samsung Galaxy M51 chạy hệ điều hành Android 10 với giao diện người dùng One UI 2.1 Core .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2158,Với phiên bản phần mềm này bạn sẽ có nhiều tính năng mới như ghi màn hình tích hợp và chế độ máy ảnh Pro đầy đủ .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2159,Đổi lại bạn sẽ không có Samsung Pay và các tính năng như bảo mật thư mục .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2160,Ngay cả khi phần mềm được cập nhật thì những tính năng này cũng không thể có được vì điện thoại dòng M không có chứng nhận Knox .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
